profile_id,age,annual_income,income_sources,tax_return_filed,late_filing_count,outstanding_dues,previous_default_count,income_growth_rate,deduction_claim_ratio,tax_compliance_score,compliance_risk
TAXP03806,21,150000,Salary+Business,1,2,0,1,0.134,0.28,0.892,Low
TAXP03807,50,357100,Multiple,1,0,0,0,0.175,0.174,0.945,Low
TAXP03808,50,728900,Salary,0,1,0,0,0.117,0.227,0.773,Low
TAXP03809,45,605300,Salary,1,1,0,0,0.037,0.363,0.943,Low
TAXP03810,48,869100,Professional,1,2,21300,1,0.092,0.246,0.715,Low
TAXP03811,54,788100,Salary,1,5,0,0,-0.082,0.281,0.735,Low
TAXP03812,61,521900,Salary,1,1,22500,0,0.198,0.399,0.814,Low
TAXP03813,30,444800,Multiple,1,2,0,0,-0.13,0.303,0.89,Low
TAXP03814,42,544700,Salary+Business,1,0,0,2,-0.031,0.102,0.893,Low
TAXP03815,46,1486300,Multiple,1,0,26400,0,0.209,0.568,0.811,Low
TAXP03816,36,383700,Salary,1,0,0,0,0.146,0.305,0.941,Low
TAXP03817,64,621300,Salary,1,0,0,0,0.023,0.091,0.98,Low
TAXP03818,44,741700,Business,1,0,0,0,-0.174,0.096,0.964,Low
TAXP03819,47,1999000,Multiple,1,0,0,1,0.093,0.082,0.95,Low
TAXP03820,29,523600,Salary,1,1,0,0,-0.001,0.444,0.886,Low
TAXP03821,39,1296400,Salary,1,0,0,0,0.177,0.026,0.956,Low
TAXP03822,49,1578100,Salary,1,0,11800,0,0.017,0.336,0.974,Low
TAXP03823,40,620800,Salary+Business,1,0,0,1,-0.18,0.394,0.887,Low
TAXP03824,55,558500,Salary+Business,1,0,8600,1,-0.121,0.149,0.908,Low
TAXP03825,27,512900,Professional,1,1,1500,1,0.032,0.519,0.857,Low
TAXP03826,27,540700,Salary,1,0,0,0,0.117,0.215,0.96,Low
TAXP03827,36,1202300,Salary+Business,1,2,17700,0,-0.086,0.233,0.783,Low
TAXP03828,35,767600,Business,1,0,10000,0,-0.021,0.422,0.913,Low
TAXP03829,57,770000,Salary,1,1,0,0,0.227,0.122,0.904,Low
TAXP03830,60,289100,Salary,1,0,0,0,0.278,0.395,0.938,Low
TAXP03831,42,323900,Business,0,3,41200,0,0.144,0.11,0.534,Medium
TAXP03832,43,3042000,Salary,1,3,17000,1,0.054,0.451,0.635,Medium
TAXP03833,34,571900,Multiple,1,0,22700,1,0.001,0.438,0.752,Low
TAXP03834,44,372100,Business,1,0,0,1,0.186,0.105,0.928,Low
TAXP03835,52,1821400,Salary,1,1,5100,1,0.049,0.144,0.879,Low
TAXP03836,53,796200,Professional,1,0,0,0,0.247,0.237,0.98,Low
TAXP03837,64,985600,Professional,1,0,42200,0,0.256,0.457,0.663,Medium
TAXP03838,47,588500,Salary,1,0,0,0,0.166,0.495,0.947,Low
TAXP03839,36,516700,Professional,1,1,22600,0,0.02,0.063,0.824,Low
TAXP03840,24,575300,Salary,1,0,25200,0,0.033,0.308,0.822,Low
TAXP03841,51,240200,Salary,1,2,0,1,-0.163,0.373,0.906,Low
TAXP03842,57,610100,Salary+Business,1,1,146600,0,0.092,0.122,0.211,High
TAXP03843,45,804400,Business,1,0,0,0,0.087,0.347,0.883,Low
TAXP03844,62,2463400,Salary,1,0,0,0,-0.12,0.383,0.98,Low
TAXP03845,35,691500,Salary,1,2,0,0,0.478,0.135,0.917,Low
TAXP03846,23,150000,Business,1,3,0,0,0.189,0.476,0.817,Low
TAXP03847,49,607500,Salary,1,0,0,0,-0.034,0.352,0.98,Low
TAXP03848,26,4672300,Salary+Investments,1,2,0,0,0.429,0.331,0.874,Low
TAXP03849,24,1212900,Business,0,1,0,0,0.021,0.223,0.85,Low
TAXP03850,52,362500,Salary+Investments,1,1,0,0,0.233,0.208,0.925,Low
TAXP03851,40,994800,Salary,0,0,0,0,0.114,0.245,0.836,Low
TAXP03852,48,381000,Salary+Investments,1,0,39600,0,0.026,0.329,0.747,Low
TAXP03853,54,245200,Salary,1,0,0,0,0.046,0.509,0.975,Low
TAXP03854,38,505800,Salary,1,0,0,0,0.33,0.062,0.94,Low
TAXP03855,48,694300,Salary,1,2,0,1,0.24,0.283,0.809,Low
TAXP03856,45,168900,Salary,1,0,90900,0,0.08,0.109,0.478,Medium
TAXP03857,47,284200,Salary+Investments,1,0,0,0,-0.228,0.378,0.938,Low
TAXP03858,52,654900,Salary+Business,0,0,13300,1,0.149,0.235,0.738,Low
TAXP03859,38,484500,Professional,1,0,69600,1,-0.099,0.106,0.582,Medium
TAXP03860,43,863700,Business,0,2,38200,2,0.186,0.437,0.422,High
TAXP03861,47,271100,Business,0,2,0,0,-0.014,0.277,0.714,Low
TAXP03862,27,1087000,Professional,1,0,0,1,0.002,0.68,0.877,Low
TAXP03863,30,277200,Salary+Investments,1,0,0,1,-0.002,0.278,0.915,Low
TAXP03864,25,2121200,Business,1,0,0,0,0.263,0.244,0.94,Low
TAXP03865,29,189000,Salary+Business,1,1,0,0,-0.183,0.148,0.98,Low
TAXP03866,40,296000,Salary,1,1,0,0,0.218,0.082,0.98,Low
TAXP03867,63,877900,Multiple,1,0,0,0,0.155,0.031,0.98,Low
TAXP03868,62,2154300,Salary,1,1,0,0,0.088,0.061,0.975,Low
TAXP03869,55,815500,Salary,0,1,0,0,0.028,0.353,0.806,Low
TAXP03870,46,974800,Salary+Investments,1,0,0,2,0.178,0.439,0.846,Low
TAXP03871,30,658300,Salary,1,0,0,1,0.03,0.097,0.854,Low
TAXP03872,37,310400,Salary,1,1,0,0,0.028,0.1,0.948,Low
TAXP03873,55,456700,Salary,0,1,0,2,0.11,0.31,0.77,Low
TAXP03874,61,271600,Business,1,1,0,0,0.375,0.28,0.896,Low
TAXP03875,64,258900,Multiple,0,1,37400,0,-0.142,0.299,0.566,Medium
TAXP03876,38,868000,Salary+Investments,1,0,15300,1,0.18,0.248,0.817,Low
TAXP03877,42,289500,Business,1,2,0,0,0.077,0.253,0.86,Low
TAXP03878,43,818200,Multiple,1,0,0,1,0.065,0.391,0.933,Low
TAXP03879,23,254600,Professional,1,0,0,0,-0.144,0.417,0.964,Low
TAXP03880,26,804600,Salary+Investments,1,1,68500,0,-0.181,0.643,0.554,Medium
TAXP03881,23,457200,Salary,1,0,0,0,0.154,0.171,0.98,Low
TAXP03882,54,1789600,Business,1,0,0,0,-0.103,0.07,0.98,Low
TAXP03883,31,820600,Salary,0,2,0,0,0.263,0.035,0.735,Low
TAXP03884,52,1582500,Salary,1,1,64200,0,-0.063,0.175,0.5,Medium
TAXP03885,37,377200,Salary+Business,1,0,0,0,0.188,0.084,0.975,Low
TAXP03886,56,676800,Salary,1,1,32700,0,0.008,0.21,0.744,Low
TAXP03887,26,320700,Business,1,0,0,0,0.0,0.141,0.98,Low
TAXP03888,35,482600,Professional,1,1,38500,1,-0.046,0.584,0.659,Medium
TAXP03889,30,538200,Salary,1,1,8100,0,0.17,0.708,0.777,Low
TAXP03890,40,385400,Business,1,0,0,0,0.214,0.219,0.962,Low
TAXP03891,46,270900,Professional,1,0,0,0,0.05,0.277,0.973,Low
TAXP03892,28,234900,Salary+Investments,1,1,0,0,0.195,0.071,0.833,Low
TAXP03893,51,150000,Salary,0,1,20000,0,0.102,0.231,0.659,Medium
TAXP03894,64,303800,Multiple,1,1,0,0,-0.113,0.58,0.862,Low
TAXP03895,22,1021200,Salary+Investments,1,0,0,1,0.161,0.361,0.906,Low
TAXP03896,24,205600,Professional,0,1,18400,1,0.052,0.339,0.642,Medium
TAXP03897,63,242700,Salary,1,0,0,0,-0.318,0.294,0.877,Low
TAXP03898,50,2360000,Salary+Business,1,0,21200,0,0.037,0.262,0.784,Low
TAXP03899,62,411000,Salary+Business,1,3,0,1,-0.171,0.8,0.739,Low
TAXP03900,52,819000,Salary,1,1,0,0,-0.097,0.454,0.959,Low
TAXP03901,53,1032200,Multiple,1,0,11000,0,0.06,0.569,0.881,Low
TAXP03902,28,1047300,Salary+Investments,1,0,0,0,0.088,0.269,0.941,Low
TAXP03903,44,217200,Business,1,0,0,1,-0.034,0.35,0.85,Low
TAXP03904,37,550400,Salary+Business,1,1,0,0,0.184,0.147,0.931,Low
TAXP03905,58,202700,Business,1,0,0,0,0.082,0.354,0.972,Low
TAXP03906,22,3783200,Salary+Business,1,0,0,1,0.032,0.192,0.89,Low
TAXP03907,21,206200,Salary+Investments,0,2,0,1,0.107,0.486,0.714,Low
TAXP03908,46,305700,Salary,0,0,0,2,0.293,0.43,0.728,Low
TAXP03909,64,307300,Salary,0,2,0,1,-0.244,0.216,0.7,Low
TAXP03910,65,221300,Salary,1,2,0,0,0.308,0.175,0.873,Low
TAXP03911,47,1721300,Salary+Investments,1,0,13300,0,0.001,0.263,0.86,Low
TAXP03912,40,3718700,Salary,1,0,6400,0,-0.025,0.372,0.91,Low
TAXP03913,33,461500,Salary+Investments,1,1,0,0,0.036,0.036,0.966,Low
TAXP03914,65,251200,Business,1,0,29800,0,-0.042,0.105,0.841,Low
TAXP03915,29,150000,Salary,1,0,0,1,-0.066,0.298,0.818,Low
TAXP03916,26,545200,Salary+Investments,1,1,0,0,0.235,0.205,0.969,Low
TAXP03917,43,517600,Business,1,0,0,0,0.126,0.548,0.98,Low
TAXP03918,38,406700,Salary,0,0,96500,0,-0.207,0.381,0.375,High
TAXP03919,43,762300,Salary,1,1,0,1,0.208,0.264,0.854,Low
TAXP03920,61,863900,Salary,0,1,0,0,0.185,0.262,0.756,Low
TAXP03921,33,820200,Salary,1,1,21700,0,-0.138,0.241,0.813,Low
TAXP03922,60,517700,Salary,1,1,26900,1,0.129,0.042,0.772,Low
TAXP03923,30,294100,Professional,1,0,5800,1,0.199,0.109,0.923,Low
TAXP03924,35,1049800,Salary,1,1,8400,1,-0.157,0.137,0.897,Low
TAXP03925,21,655900,Salary,1,1,0,1,0.146,0.38,0.801,Low
TAXP03926,51,1232200,Salary,1,2,0,0,-0.008,0.135,0.9,Low
TAXP03927,59,1148100,Salary,1,1,67800,0,0.187,0.16,0.568,Medium
TAXP03928,60,233500,Multiple,1,0,0,0,-0.049,0.164,0.951,Low
TAXP03929,28,231400,Salary,1,1,0,0,0.267,0.071,0.882,Low
TAXP03930,55,377300,Salary,1,0,19600,0,0.061,0.199,0.883,Low
TAXP03931,27,303800,Business,1,0,0,1,0.002,0.454,0.936,Low
TAXP03932,49,1119600,Salary+Investments,1,1,0,0,-0.016,0.094,0.944,Low
TAXP03933,52,837100,Salary+Business,1,0,0,0,0.24,0.208,0.969,Low
TAXP03934,27,1434200,Salary+Investments,1,0,38600,1,-0.016,0.164,0.753,Low
TAXP03935,25,864800,Multiple,1,0,8800,0,0.27,0.36,0.947,Low
TAXP03936,24,755400,Professional,1,0,0,0,0.134,0.345,0.944,Low
TAXP03937,52,1541900,Multiple,1,0,0,1,-0.122,0.345,0.862,Low
TAXP03938,48,911600,Salary,1,0,28800,0,0.104,0.409,0.743,Low
TAXP03939,26,682700,Salary+Investments,1,2,0,1,0.107,0.38,0.839,Low
TAXP03940,43,1887300,Salary+Investments,1,0,0,2,-0.127,0.3,0.801,Low
TAXP03941,56,706200,Salary+Investments,1,0,0,0,0.101,0.293,0.98,Low
TAXP03942,31,522100,Business,0,0,0,0,0.187,0.252,0.838,Low
TAXP03943,48,355600,Salary+Business,1,0,0,0,0.281,0.556,0.891,Low
TAXP03944,34,1078300,Salary,1,2,5400,0,0.273,0.428,0.8,Low
TAXP03945,32,1583900,Professional,1,0,0,0,0.482,0.104,0.911,Low
TAXP03946,38,626800,Salary,1,2,13300,0,0.1,0.19,0.849,Low
TAXP03947,36,1666800,Business,1,1,0,0,0.189,0.038,0.945,Low
TAXP03948,43,157400,Professional,0,1,0,0,0.003,0.26,0.814,Low
TAXP03949,30,624600,Salary,1,1,17800,0,0.401,0.355,0.762,Low
TAXP03950,38,631500,Salary,1,1,0,0,-0.043,0.121,0.947,Low
TAXP03951,49,385100,Salary,1,1,0,0,0.394,0.231,0.898,Low
TAXP03952,38,3616800,Professional,1,0,0,0,0.374,0.432,0.943,Low
TAXP03953,50,619700,Professional,1,1,17700,0,-0.026,0.587,0.789,Low
TAXP03954,26,484600,Salary+Business,1,1,11600,1,0.266,0.262,0.828,Low
TAXP03955,27,662300,Salary,0,1,0,2,0.173,0.065,0.756,Low
TAXP03956,59,153700,Salary+Business,1,2,38600,0,0.034,0.074,0.715,Low
TAXP03957,41,376100,Professional,0,1,0,1,0.078,0.237,0.787,Low
TAXP03958,48,1319400,Salary,1,0,0,0,0.142,0.218,0.977,Low
TAXP03959,54,413300,Salary,1,0,0,3,0.158,0.308,0.782,Low
TAXP03960,27,357900,Business,0,3,5000,0,0.339,0.261,0.715,Low
TAXP03961,64,1668800,Salary,1,0,0,0,0.191,0.318,0.971,Low
TAXP03962,40,1706100,Salary,0,1,0,0,-0.023,0.309,0.725,Low
TAXP03963,61,943100,Salary,0,2,2200,0,0.219,0.294,0.796,Low
TAXP03964,39,468400,Salary,0,0,0,0,-0.18,0.269,0.881,Low
TAXP03965,39,547100,Salary,1,3,0,1,0.038,0.321,0.765,Low
TAXP03966,48,364300,Salary,1,0,0,0,0.054,0.194,0.98,Low
TAXP03967,29,317600,Salary+Business,1,3,0,0,0.205,0.758,0.776,Low
TAXP03968,48,306400,Business,1,1,0,2,0.383,0.194,0.752,Low
TAXP03969,65,416500,Business,1,0,0,0,0.135,0.362,0.978,Low
TAXP03970,50,308600,Professional,1,4,48900,0,0.042,0.341,0.556,Medium
TAXP03971,24,210800,Business,1,2,11900,0,-0.012,0.439,0.858,Low
TAXP03972,52,761200,Salary,0,2,27900,2,0.234,0.52,0.508,Medium
TAXP03973,22,769600,Salary,1,0,0,0,0.069,0.444,0.96,Low
TAXP03974,25,2211800,Salary,1,1,0,0,0.019,0.275,0.85,Low
TAXP03975,33,401700,Business,1,0,0,0,0.252,0.29,0.962,Low
TAXP03976,34,804500,Business,0,3,0,0,0.287,0.257,0.702,Low
TAXP03977,21,814100,Salary,0,0,0,0,-0.053,0.467,0.832,Low
TAXP03978,21,541400,Business,0,1,0,1,-0.139,0.279,0.778,Low
TAXP03979,56,1110900,Multiple,0,2,0,0,0.084,0.409,0.823,Low
TAXP03980,41,1135900,Salary,1,1,54700,0,-0.082,0.394,0.576,Medium
TAXP03981,29,822800,Business,1,2,0,1,-0.104,0.321,0.797,Low
TAXP03982,40,540700,Business,1,2,10900,1,-0.067,0.163,0.741,Low
TAXP03983,52,502500,Salary+Business,1,0,0,0,0.267,0.414,0.934,Low
TAXP03984,54,242800,Salary+Business,1,2,28800,1,0.204,0.071,0.648,Medium
TAXP03985,33,363800,Salary+Business,1,0,0,0,0.493,0.037,0.98,Low
TAXP03986,28,415400,Salary,0,1,0,0,-0.003,0.602,0.771,Low
TAXP03987,64,289400,Business,1,0,0,0,0.313,0.097,0.953,Low
TAXP03988,49,892200,Salary+Business,1,0,0,0,0.179,0.072,0.936,Low
TAXP03989,65,1538500,Salary,1,1,15600,0,0.011,0.066,0.851,Low
TAXP03990,34,338000,Multiple,1,0,0,0,0.077,0.167,0.964,Low
TAXP03991,26,797200,Salary,1,0,30300,0,0.01,0.228,0.812,Low
TAXP03992,38,308700,Business,1,1,0,0,0.141,0.396,0.957,Low
TAXP03993,35,521900,Business,1,0,15100,0,0.258,0.31,0.896,Low
TAXP03994,53,395400,Business,1,1,0,0,0.041,0.307,0.938,Low
TAXP03995,53,1002600,Salary+Investments,1,1,0,0,0.236,0.328,0.877,Low
TAXP03996,24,398700,Salary,1,2,6300,0,0.303,0.167,0.821,Low
TAXP03997,47,1346600,Business,1,1,0,0,0.339,0.128,0.867,Low
TAXP03998,36,544600,Professional,1,0,0,0,-0.088,0.354,0.942,Low
TAXP03999,48,407200,Salary+Investments,1,0,0,0,0.092,0.259,0.976,Low
TAXP04000,38,263600,Professional,1,0,0,0,0.214,0.144,0.928,Low
TAXP04001,45,780000,Multiple,1,1,5500,0,-0.074,0.293,0.935,Low
TAXP04002,53,1238300,Salary+Investments,1,2,0,0,-0.11,0.055,0.905,Low
TAXP04003,34,791400,Salary,1,0,9400,1,0.096,0.171,0.912,Low
TAXP04004,29,3258200,Salary+Investments,1,1,45200,0,0.034,0.301,0.727,Low
TAXP04005,52,1819700,Multiple,1,0,99000,0,0.072,0.333,0.489,Medium
TAXP04006,63,520900,Salary,1,0,0,0,0.025,0.072,0.98,Low
TAXP04007,40,517000,Professional,1,0,0,1,0.446,0.275,0.889,Low
TAXP04008,65,911600,Salary,1,1,17600,0,0.026,0.696,0.804,Low
TAXP04009,29,355500,Professional,1,1,107700,0,0.194,0.276,0.349,High
TAXP04010,57,1505200,Salary,1,1,0,0,0.183,0.427,0.892,Low
TAXP04011,65,843300,Salary+Business,0,1,20700,0,-0.17,0.332,0.765,Low
TAXP04012,34,781800,Salary,1,2,0,0,0.335,0.077,0.873,Low
TAXP04013,27,1065900,Business,1,0,3800,0,0.2,0.607,0.934,Low
TAXP04014,50,2247100,Salary,1,1,0,0,0.125,0.186,0.98,Low
TAXP04015,60,735100,Professional,1,1,42300,0,0.269,0.511,0.66,Medium
TAXP04016,24,599200,Business,1,3,2500,1,0.092,0.023,0.787,Low
TAXP04017,49,1926100,Professional,1,0,0,0,0.241,0.156,0.965,Low
TAXP04018,60,1304500,Salary,0,2,0,0,-0.2,0.415,0.709,Low
TAXP04019,22,515900,Salary,1,0,38000,0,0.231,0.022,0.812,Low
TAXP04020,44,652400,Business,1,0,8500,1,0.129,0.27,0.906,Low
TAXP04021,24,748200,Multiple,1,0,0,0,0.132,0.237,0.97,Low
TAXP04022,28,843400,Salary,1,2,15000,1,-0.035,0.102,0.783,Low
TAXP04023,42,244700,Professional,1,0,0,1,0.065,0.32,0.82,Low
TAXP04024,35,214100,Salary,1,0,0,0,0.06,0.16,0.98,Low
TAXP04025,24,343100,Salary+Business,1,1,23600,1,-0.082,0.22,0.756,Low
TAXP04026,57,324500,Salary,1,0,0,1,0.157,0.291,0.943,Low
TAXP04027,30,408900,Business,1,0,25000,1,0.352,0.057,0.832,Low
TAXP04028,60,1026600,Salary,0,2,22400,2,-0.127,0.323,0.591,Medium
TAXP04029,28,575600,Salary,0,2,0,2,0.178,0.073,0.682,Medium
TAXP04030,44,748700,Salary,1,1,0,0,0.033,0.784,0.883,Low
TAXP04031,53,269200,Salary,0,0,118000,1,0.014,0.026,0.182,High
TAXP04032,42,466200,Business,1,0,0,0,0.112,0.11,0.98,Low
TAXP04033,39,992100,Multiple,1,2,0,0,0.114,0.075,0.909,Low
TAXP04034,54,997600,Business,1,2,0,1,0.13,0.456,0.798,Low
TAXP04035,21,385800,Salary+Investments,1,1,0,1,-0.081,0.176,0.888,Low
TAXP04036,58,730200,Business,1,0,0,1,0.274,0.128,0.89,Low
TAXP04037,52,3165700,Salary,1,1,0,0,0.113,0.071,0.892,Low
TAXP04038,55,641800,Salary,0,4,9200,0,0.195,0.29,0.61,Medium
TAXP04039,39,394600,Salary,1,0,0,0,0.294,0.581,0.962,Low
TAXP04040,38,573600,Salary,1,1,0,1,-0.207,0.268,0.873,Low
TAXP04041,46,694600,Salary+Investments,1,1,0,0,0.201,0.476,0.89,Low
TAXP04042,49,583000,Professional,1,0,17300,0,0.074,0.072,0.95,Low
TAXP04043,62,635500,Business,1,1,0,0,0.263,0.217,0.93,Low
TAXP04044,59,229900,Business,1,1,0,1,-0.028,0.497,0.908,Low
TAXP04045,23,325000,Salary,1,0,0,0,0.25,0.482,0.926,Low
TAXP04046,27,583700,Professional,1,2,0,0,-0.069,0.339,0.911,Low
TAXP04047,63,577100,Salary,0,0,0,1,0.164,0.378,0.797,Low
TAXP04048,38,432400,Salary,1,1,42000,0,0.145,0.175,0.719,Low
TAXP04049,47,572200,Salary,0,1,0,2,0.075,0.194,0.758,Low
TAXP04050,23,679200,Salary,0,2,0,0,-0.065,0.621,0.723,Low
TAXP04051,25,1233200,Professional,1,2,0,0,0.041,0.249,0.921,Low
TAXP04052,39,605200,Salary,0,2,13500,1,0.248,0.297,0.574,Medium
TAXP04053,53,866400,Salary,1,0,2700,0,0.338,0.264,0.896,Low
TAXP04054,55,440100,Salary+Investments,1,1,0,0,0.413,0.041,0.887,Low
TAXP04055,61,981300,Multiple,1,1,22200,0,0.184,0.292,0.797,Low
TAXP04056,29,851900,Business,1,1,0,0,0.14,0.124,0.924,Low
TAXP04057,30,1212400,Business,1,0,0,1,0.172,0.394,0.91,Low
TAXP04058,45,1086400,Salary+Business,1,1,0,0,0.409,0.35,0.878,Low
TAXP04059,45,993100,Salary,1,1,0,0,0.183,0.057,0.883,Low
TAXP04060,22,605500,Business,1,0,0,0,0.114,0.313,0.98,Low
TAXP04061,41,775400,Salary,1,1,0,0,0.056,0.218,0.916,Low
TAXP04062,61,1397900,Salary,0,1,0,0,0.074,0.446,0.847,Low
TAXP04063,28,406500,Multiple,1,2,0,0,0.162,0.42,0.873,Low
TAXP04064,57,413400,Salary+Business,1,0,0,0,-0.02,0.338,0.97,Low
TAXP04065,41,740700,Multiple,0,1,0,0,-0.0,0.094,0.816,Low
TAXP04066,44,876500,Salary+Business,1,0,37400,0,0.09,0.281,0.753,Low
TAXP04067,49,359100,Professional,1,0,11400,2,0.028,0.285,0.768,Low
TAXP04068,52,615900,Salary+Business,1,1,0,0,0.195,0.316,0.962,Low
TAXP04069,49,607500,Professional,0,0,86800,0,0.208,0.162,0.376,High
TAXP04070,25,150000,Business,1,1,0,0,0.142,0.064,0.878,Low
TAXP04071,34,554900,Salary,1,0,0,1,0.178,0.417,0.914,Low
TAXP04072,59,580400,Business,1,1,15200,0,0.119,0.268,0.862,Low
TAXP04073,22,579100,Salary,1,0,22600,0,-0.5,0.341,0.815,Low
TAXP04074,53,1801600,Business,1,0,8000,1,-0.04,0.457,0.866,Low
TAXP04075,44,270900,Salary,1,0,0,1,0.213,0.02,0.943,Low
TAXP04076,26,359000,Business,1,0,0,0,-0.034,0.337,0.914,Low
TAXP04077,26,150000,Salary,1,1,66200,0,0.237,0.348,0.479,Medium
TAXP04078,65,459800,Salary,1,1,8900,0,0.246,0.337,0.87,Low
TAXP04079,22,488900,Business,1,0,0,0,0.058,0.17,0.899,Low
TAXP04080,22,450200,Salary,1,2,0,0,0.006,0.242,0.895,Low
TAXP04081,21,1443000,Multiple,1,0,0,0,0.102,0.335,0.934,Low
TAXP04082,49,1207900,Business,1,1,0,1,0.093,0.222,0.912,Low
TAXP04083,62,687500,Salary,0,2,0,0,0.2,0.467,0.759,Low
TAXP04084,28,497800,Salary,0,1,0,1,-0.275,0.091,0.769,Low
TAXP04085,56,1360800,Salary+Investments,1,5,0,1,-0.017,0.184,0.668,Medium
TAXP04086,53,640800,Professional,1,0,0,0,-0.062,0.183,0.971,Low
TAXP04087,31,360600,Salary,1,0,0,0,-0.303,0.282,0.98,Low
TAXP04088,24,188900,Salary,1,1,0,0,0.021,0.255,0.973,Low
TAXP04089,42,473100,Salary+Business,1,1,0,0,-0.14,0.377,0.968,Low
TAXP04090,24,1119100,Multiple,1,1,64300,0,0.038,0.153,0.593,Medium
TAXP04091,26,3347900,Salary,0,0,0,2,0.022,0.296,0.744,Low
TAXP04092,41,679500,Salary,1,1,13000,0,0.173,0.259,0.845,Low
TAXP04093,57,374600,Salary,1,0,0,0,0.06,0.109,0.98,Low
TAXP04094,65,276900,Salary,1,0,0,1,-0.171,0.112,0.955,Low
TAXP04095,49,967200,Salary+Business,0,1,23100,1,0.155,0.457,0.603,Medium
TAXP04096,33,182400,Multiple,1,1,0,0,0.487,0.425,0.831,Low
TAXP04097,35,966100,Multiple,1,0,0,1,0.272,0.121,0.902,Low
TAXP04098,48,1171100,Salary+Business,1,2,11400,0,0.209,0.587,0.818,Low
TAXP04099,28,889900,Salary,1,0,0,1,0.069,0.419,0.916,Low
TAXP04100,44,554900,Multiple,0,3,0,0,0.021,0.196,0.741,Low
TAXP04101,55,976300,Salary,1,0,44800,0,0.01,0.185,0.719,Low
TAXP04102,58,735100,Salary,1,0,0,0,0.139,0.316,0.98,Low
TAXP04103,23,371200,Professional,1,2,0,0,-0.082,0.255,0.87,Low
TAXP04104,33,2463300,Salary,1,0,16000,0,0.135,0.299,0.891,Low
TAXP04105,32,504600,Salary+Investments,1,0,12500,0,-0.006,0.091,0.953,Low
TAXP04106,45,1136300,Multiple,1,0,0,0,-0.174,0.408,0.942,Low
TAXP04107,29,150000,Salary+Business,1,1,0,0,-0.008,0.221,0.939,Low
TAXP04108,63,1629500,Salary+Business,1,0,15900,0,0.3,0.389,0.835,Low
TAXP04109,62,1871500,Salary,1,0,18600,0,0.122,0.528,0.861,Low
TAXP04110,35,664100,Salary,1,0,0,1,-0.468,0.486,0.915,Low
TAXP04111,39,971900,Salary+Business,1,1,0,0,-0.008,0.026,0.958,Low
TAXP04112,40,971800,Business,0,2,0,1,0.245,0.405,0.673,Medium
TAXP04113,22,409200,Salary+Investments,1,1,0,0,0.052,0.487,0.88,Low
TAXP04114,60,963800,Salary,1,1,53500,0,0.184,0.218,0.651,Medium
TAXP04115,56,363100,Salary,1,1,22800,0,0.037,0.425,0.761,Low
TAXP04116,35,419300,Salary,1,0,0,0,0.129,0.4,0.98,Low
TAXP04117,45,1463200,Professional,1,0,47300,1,0.106,0.173,0.648,Medium
TAXP04118,38,1311200,Salary+Business,1,1,7000,1,-0.003,0.494,0.798,Low
TAXP04119,31,390900,Multiple,1,0,19300,0,0.191,0.32,0.872,Low
TAXP04120,34,383300,Salary,1,0,46900,1,0.345,0.146,0.636,Medium
TAXP04121,25,408400,Business,1,0,0,1,0.162,0.08,0.921,Low
TAXP04122,57,1101500,Salary,1,0,63000,0,0.117,0.512,0.572,Medium
TAXP04123,50,316400,Salary,1,1,0,0,-0.035,0.386,0.94,Low
TAXP04124,62,840300,Salary,1,4,0,0,0.25,0.361,0.786,Low
TAXP04125,21,1112900,Business,1,1,0,1,0.018,0.302,0.853,Low
TAXP04126,49,610000,Business,1,0,0,1,0.19,0.358,0.9,Low
TAXP04127,46,1345100,Salary,0,0,13600,1,0.222,0.25,0.772,Low
TAXP04128,49,522100,Professional,0,2,0,0,0.258,0.104,0.695,Medium
TAXP04129,65,557200,Salary+Investments,1,1,0,0,0.261,0.245,0.852,Low
TAXP04130,38,321600,Salary,1,0,0,2,0.255,0.137,0.864,Low
TAXP04131,27,1352000,Salary,1,0,0,1,-0.101,0.106,0.957,Low
TAXP04132,21,374300,Salary+Business,1,1,0,0,-0.037,0.321,0.942,Low
TAXP04133,43,836200,Salary+Business,1,0,0,0,-0.12,0.545,0.925,Low
TAXP04134,28,617500,Salary+Investments,0,0,31200,0,-0.13,0.505,0.61,Medium
TAXP04135,27,304600,Salary,1,2,13000,0,0.344,0.395,0.687,Medium
TAXP04136,27,419200,Business,1,2,0,0,-0.058,0.266,0.887,Low
TAXP04137,33,1759200,Salary+Investments,1,0,0,0,-0.08,0.349,0.973,Low
TAXP04138,26,751600,Salary,1,1,0,0,0.091,0.112,0.943,Low
TAXP04139,42,314300,Business,1,0,0,0,-0.019,0.247,0.96,Low
TAXP04140,50,809800,Multiple,1,3,0,0,0.462,0.632,0.799,Low
TAXP04141,34,585100,Salary,0,0,0,0,0.056,0.397,0.885,Low
TAXP04142,27,7815700,Salary+Business,0,1,0,0,0.171,0.243,0.807,Low
TAXP04143,46,798100,Salary+Investments,1,1,45800,0,-0.025,0.161,0.689,Medium
TAXP04144,24,494200,Salary,1,0,0,0,-0.166,0.19,0.911,Low
TAXP04145,54,1806900,Salary+Business,1,0,0,1,-0.017,0.344,0.952,Low
TAXP04146,38,172700,Business,1,1,0,0,-0.015,0.353,0.878,Low
TAXP04147,39,695700,Salary+Investments,1,1,34700,2,-0.016,0.271,0.65,Medium
