transaction_id,profile_id,transaction_amount,transaction_type,merchant_category,payment_method,city,transaction_frequency,location_risk_score,device_risk_score,anomaly_score,is_anomaly
TXN087861,TAXP03392,384.26,transfer,groceries,card,Chennai,2,0.07,0.087,0.019,0
TXN087862,TAXP04637,258.33,transfer,electronics,UPI,Bengaluru,7,0.388,0.368,0.215,0
TXN087863,TAXP03934,514.99,transfer,healthcare,card,Ahmedabad,9,0.165,0.138,0.176,0
TXN087864,TAXP04829,449.31,bill_payment,restaurants,card,Kolkata,2,0.222,0.165,0.131,0
TXN087865,TAXP04960,2688.97,transfer,healthcare,UPI,Kolkata,1,0.142,0.343,0.078,0
TXN087866,TAXP01791,52.12,merchant_payment,financial_services,card,Hyderabad,3,0.07,0.379,0.117,0
TXN087867,TAXP02378,1073.25,transfer,online_services,wallet,Pune,7,0.313,0.047,0.201,0
TXN087868,TAXP02386,3314.37,bill_payment,retail,UPI,Mumbai,2,0.219,0.415,0.183,0
TXN087869,TAXP04003,1910.18,bill_payment,retail,card,Delhi,5,0.342,0.28,0.225,0
TXN087870,TAXP00463,632.21,merchant_payment,utilities,card,Mumbai,2,0.14,0.115,0.194,0
TXN087871,TAXP03333,50.0,merchant_payment,financial_services,card,Chennai,6,0.035,0.384,0.057,0
TXN087872,TAXP01482,50.0,cash_withdrawal,restaurants,card,Ahmedabad,8,0.047,0.341,0.274,1
TXN087873,TAXP03546,141.92,merchant_payment,restaurants,bank_transfer,Hyderabad,2,0.151,0.462,0.179,0
TXN087874,TAXP04828,133.18,purchase,retail,bank_transfer,Delhi,5,0.067,0.023,0.004,0
TXN087875,TAXP00498,2014.29,transfer,financial_services,bank_transfer,Bengaluru,4,0.397,0.045,0.213,0
TXN087876,TAXP01297,50.0,purchase,restaurants,card,Ahmedabad,5,0.093,0.24,0.093,0
TXN087877,TAXP00482,2185.85,purchase,education,card,Hyderabad,2,0.175,0.186,0.151,0
TXN087878,TAXP02369,50.0,deposit,travel,bank_transfer,Delhi,4,0.375,0.197,0.188,0
TXN087879,TAXP02317,326.05,transfer,online_services,UPI,Chennai,4,0.197,0.042,0.103,0
TXN087880,TAXP00533,232.41,transfer,utilities,card,Mumbai,4,0.345,0.182,0.156,0
TXN087881,TAXP03161,50.0,bill_payment,travel,card,Chennai,5,0.223,0.129,0.253,1
TXN087882,TAXP03925,76.39,purchase,online_services,wallet,Ahmedabad,4,0.171,0.142,0.126,0
TXN087883,TAXP04025,50.0,transfer,retail,UPI,Chennai,2,0.183,0.177,0.117,0
TXN087884,TAXP00376,522.22,transfer,healthcare,card,Ahmedabad,5,0.172,0.25,0.12,0
TXN087885,TAXP03763,476.85,purchase,education,card,Bengaluru,5,0.081,0.155,0.134,0
TXN087886,TAXP03490,175.91,merchant_payment,retail,UPI,Ahmedabad,4,0.199,0.327,0.087,0
TXN087887,TAXP02340,652.51,bill_payment,retail,bank_transfer,Hyderabad,6,0.171,0.313,0.095,0
TXN087888,TAXP01757,2941.17,purchase,financial_services,cash,Hyderabad,10,0.294,0.26,0.325,1
TXN087889,TAXP02884,69.5,purchase,travel,card,Ahmedabad,4,0.092,0.155,0.0,0
TXN087890,TAXP00239,201.79,transfer,online_services,bank_transfer,Ahmedabad,4,0.16,0.162,0.149,0
TXN087891,TAXP04888,316.5,purchase,restaurants,card,Pune,4,0.07,0.216,0.0,0
TXN087892,TAXP02935,50.0,transfer,education,card,Kolkata,3,0.197,0.222,0.181,0
TXN087893,TAXP03285,601.72,bill_payment,education,UPI,Kolkata,1,0.085,0.496,0.174,0
TXN087894,TAXP00057,85.76,bill_payment,online_services,UPI,Hyderabad,4,0.095,0.405,0.027,0
TXN087895,TAXP03605,260.75,transfer,electronics,card,Hyderabad,4,0.235,0.131,0.0,0
TXN087896,TAXP00743,81.35,bill_payment,electronics,card,Pune,2,0.338,0.096,0.027,0
TXN087897,TAXP04515,1363.56,merchant_payment,education,bank_transfer,Ahmedabad,1,0.433,0.227,0.264,1
TXN087898,TAXP00913,50.0,merchant_payment,online_services,UPI,Delhi,4,0.125,0.178,0.076,0
TXN087899,TAXP04915,80.01,merchant_payment,retail,cash,Delhi,4,0.307,0.32,0.197,0
TXN087900,TAXP04093,50.0,transfer,retail,UPI,Mumbai,4,0.201,0.237,0.145,0
TXN087901,TAXP00744,2631.36,purchase,healthcare,bank_transfer,Pune,5,0.119,0.531,0.123,0
TXN087902,TAXP03292,54.04,cash_withdrawal,retail,bank_transfer,Chennai,2,0.04,0.331,0.079,0
TXN087903,TAXP04709,50.0,purchase,groceries,bank_transfer,Ahmedabad,6,0.256,0.077,0.054,0
TXN087904,TAXP04643,346.85,merchant_payment,groceries,cash,Mumbai,5,0.121,0.025,0.051,0
TXN087905,TAXP00839,5668.79,cash_withdrawal,electronics,wallet,Delhi,4,0.146,0.057,0.023,0
TXN087906,TAXP04634,3144.3,transfer,restaurants,wallet,Pune,11,0.505,0.131,0.412,1
TXN087907,TAXP01325,698.56,transfer,utilities,UPI,Ahmedabad,4,0.255,0.051,0.065,0
TXN087908,TAXP04542,886.88,bill_payment,utilities,UPI,Chennai,4,0.614,0.548,0.332,1
TXN087909,TAXP01983,206.54,purchase,groceries,bank_transfer,Chennai,4,0.377,0.111,0.058,0
TXN087910,TAXP02961,1292.39,purchase,retail,bank_transfer,Ahmedabad,5,0.295,0.097,0.231,0
TXN087911,TAXP00751,2336.2,transfer,electronics,UPI,Delhi,6,0.495,0.05,0.186,0
TXN087912,TAXP03159,146.24,purchase,restaurants,UPI,Mumbai,4,0.135,0.214,0.13,0
TXN087913,TAXP02234,168.47,deposit,restaurants,UPI,Chennai,5,0.151,0.1,0.04,0
TXN087914,TAXP00264,131.84,bill_payment,electronics,bank_transfer,Chennai,3,0.164,0.084,0.114,0
TXN087915,TAXP01934,142.38,transfer,education,card,Hyderabad,5,0.368,0.392,0.286,1
TXN087916,TAXP01573,2785.68,bill_payment,retail,bank_transfer,Pune,3,0.116,0.246,0.187,0
TXN087917,TAXP01366,882.44,merchant_payment,online_services,bank_transfer,Mumbai,1,0.284,0.176,0.191,0
TXN087918,TAXP01503,801.47,merchant_payment,travel,UPI,Ahmedabad,3,0.123,0.442,0.216,0
TXN087919,TAXP00047,1433.14,purchase,healthcare,cash,Hyderabad,4,0.29,0.243,0.155,0
TXN087920,TAXP03227,67.48,purchase,retail,card,Chennai,4,0.095,0.496,0.137,0
TXN087921,TAXP01443,50.0,purchase,restaurants,cash,Ahmedabad,1,0.169,0.215,0.115,0
TXN087922,TAXP02773,257.02,transfer,travel,bank_transfer,Ahmedabad,3,0.241,0.257,0.189,0
TXN087923,TAXP01639,289.81,purchase,restaurants,bank_transfer,Pune,5,0.158,0.241,0.092,0
TXN087924,TAXP04249,80.14,purchase,travel,cash,Hyderabad,4,0.248,0.573,0.155,0
TXN087925,TAXP01601,1735.15,transfer,groceries,card,Pune,5,0.19,0.413,0.222,0
TXN087926,TAXP00955,50.0,purchase,groceries,UPI,Bengaluru,6,0.204,0.164,0.091,0
TXN087927,TAXP01500,81.66,merchant_payment,utilities,cash,Chennai,7,0.129,0.251,0.125,0
TXN087928,TAXP04942,401.1,transfer,retail,UPI,Mumbai,2,0.186,0.134,0.071,0
TXN087929,TAXP01584,131.42,deposit,education,UPI,Mumbai,7,0.181,0.112,0.142,0
TXN087930,TAXP02310,431.96,bill_payment,healthcare,card,Ahmedabad,6,0.478,0.503,0.246,0
TXN087931,TAXP04946,2088.29,purchase,utilities,UPI,Delhi,5,0.205,0.175,0.132,0
TXN087932,TAXP04942,50.0,transfer,restaurants,UPI,Mumbai,4,0.127,0.14,0.137,0
TXN087933,TAXP00757,154.04,bill_payment,healthcare,UPI,Chennai,3,0.288,0.083,0.159,0
TXN087934,TAXP01052,73.78,purchase,retail,card,Mumbai,6,0.133,0.182,0.053,0
TXN087935,TAXP04018,149.26,cash_withdrawal,travel,UPI,Bengaluru,6,0.223,0.12,0.056,0
TXN087936,TAXP04683,50.0,cash_withdrawal,utilities,cash,Chennai,1,0.125,0.167,0.078,0
TXN087937,TAXP04060,78.49,purchase,electronics,bank_transfer,Ahmedabad,4,0.186,0.116,0.132,0
TXN087938,TAXP00163,1642.73,cash_withdrawal,utilities,UPI,Ahmedabad,2,0.089,0.038,0.091,0
TXN087939,TAXP00772,8355.94,bill_payment,online_services,wallet,Bengaluru,4,0.249,0.228,0.122,0
TXN087940,TAXP03897,50.0,purchase,travel,UPI,Bengaluru,3,0.276,0.252,0.135,0
TXN087941,TAXP02906,344.48,purchase,education,bank_transfer,Delhi,3,0.328,0.073,0.139,0
TXN087942,TAXP00622,414.72,bill_payment,travel,UPI,Chennai,4,0.099,0.034,0.0,0
TXN087943,TAXP02291,331.79,merchant_payment,groceries,UPI,Chennai,4,0.45,0.076,0.175,0
TXN087944,TAXP03475,137.42,merchant_payment,online_services,UPI,Bengaluru,7,0.092,0.389,0.114,0
TXN087945,TAXP03427,56.36,merchant_payment,utilities,bank_transfer,Bengaluru,6,0.008,0.239,0.185,0
TXN087946,TAXP00827,382.63,bill_payment,utilities,card,Ahmedabad,4,0.136,0.015,0.039,0
TXN087947,TAXP01262,50.0,purchase,travel,wallet,Delhi,2,0.066,0.123,0.074,0
TXN087948,TAXP01191,369.42,bill_payment,travel,wallet,Delhi,2,0.251,0.082,0.069,0
TXN087949,TAXP03427,54.61,transfer,education,card,Mumbai,4,0.609,0.16,0.212,0
TXN087950,TAXP02846,260.75,transfer,groceries,UPI,Kolkata,2,0.182,0.372,0.184,0
TXN087951,TAXP01323,87.0,cash_withdrawal,utilities,UPI,Bengaluru,6,0.137,0.202,0.149,0
TXN087952,TAXP04381,639.96,purchase,retail,card,Pune,2,0.412,0.051,0.2,0
TXN087953,TAXP03797,50.0,purchase,groceries,UPI,Kolkata,5,0.498,0.172,0.112,0
TXN087954,TAXP03194,314.64,purchase,restaurants,cash,Delhi,5,0.342,0.528,0.188,0
TXN087955,TAXP02502,210.91,transfer,retail,card,Bengaluru,3,0.141,0.043,0.0,0
TXN087956,TAXP00976,57.35,purchase,travel,UPI,Chennai,4,0.076,0.191,0.124,0
TXN087957,TAXP01648,58.07,purchase,online_services,UPI,Delhi,10,0.338,0.267,0.224,0
TXN087958,TAXP01231,521.54,purchase,utilities,cash,Mumbai,3,0.271,0.168,0.008,0
TXN087959,TAXP01010,132.23,cash_withdrawal,utilities,UPI,Mumbai,5,0.05,0.297,0.08,0
TXN087960,TAXP00235,149.62,bill_payment,online_services,bank_transfer,Bengaluru,2,0.19,0.284,0.005,0
TXN087961,TAXP01118,1376.98,purchase,restaurants,UPI,Ahmedabad,4,0.127,0.159,0.0,0
TXN087962,TAXP01592,179.32,purchase,travel,UPI,Delhi,2,0.11,0.461,0.162,0
TXN087963,TAXP03767,603.72,bill_payment,electronics,card,Pune,1,0.381,0.219,0.193,0
TXN087964,TAXP04239,265.36,cash_withdrawal,restaurants,bank_transfer,Kolkata,5,0.273,0.169,0.158,0
TXN087965,TAXP03141,681.01,transfer,utilities,wallet,Chennai,2,0.548,0.388,0.378,1
TXN087966,TAXP01429,9121.9,cash_withdrawal,groceries,UPI,Pune,1,0.448,0.479,0.321,1
TXN087967,TAXP04131,660.54,cash_withdrawal,retail,UPI,Mumbai,3,0.374,0.19,0.203,0
TXN087968,TAXP02592,773.52,deposit,groceries,wallet,Hyderabad,4,0.178,0.131,0.004,0
TXN087969,TAXP02484,270.89,merchant_payment,travel,card,Ahmedabad,2,0.213,0.147,0.201,0
TXN087970,TAXP04480,50.0,cash_withdrawal,restaurants,UPI,Chennai,3,0.2,0.036,0.002,0
TXN087971,TAXP03087,209.89,transfer,utilities,wallet,Chennai,2,0.45,0.281,0.208,0
TXN087972,TAXP02194,1978.49,cash_withdrawal,electronics,card,Pune,7,0.196,0.191,0.142,0
TXN087973,TAXP02386,191.5,merchant_payment,retail,card,Kolkata,5,0.344,0.298,0.206,0
TXN087974,TAXP00934,9650.32,deposit,electronics,card,Pune,2,0.2,0.171,0.1,0
TXN087975,TAXP01926,85.14,deposit,retail,cash,Pune,4,0.181,0.068,0.114,0
TXN087976,TAXP04192,527.8,deposit,online_services,wallet,Mumbai,2,0.201,0.23,0.152,0
TXN087977,TAXP00384,115.45,purchase,financial_services,card,Ahmedabad,5,0.184,0.084,0.0,0
TXN087978,TAXP00523,202.77,bill_payment,online_services,bank_transfer,Bengaluru,3,0.404,0.193,0.24,0
TXN087979,TAXP04244,262.18,transfer,healthcare,UPI,Ahmedabad,4,0.072,0.09,0.145,0
TXN087980,TAXP01537,618.0,cash_withdrawal,electronics,card,Kolkata,5,0.264,0.171,0.11,0
TXN087981,TAXP01925,360.84,merchant_payment,utilities,cash,Chennai,7,0.153,0.461,0.215,0
TXN087982,TAXP04359,330.63,transfer,travel,card,Kolkata,5,0.157,0.124,0.158,0
TXN087983,TAXP04893,88.21,bill_payment,utilities,card,Chennai,5,0.303,0.411,0.166,0
TXN087984,TAXP02955,1770.64,cash_withdrawal,healthcare,wallet,Ahmedabad,6,0.377,0.207,0.169,0
TXN087985,TAXP03770,407.05,merchant_payment,financial_services,UPI,Bengaluru,4,0.228,0.169,0.065,0
TXN087986,TAXP03933,50.0,purchase,online_services,bank_transfer,Bengaluru,3,0.332,0.322,0.203,0
TXN087987,TAXP04208,50.0,deposit,online_services,bank_transfer,Chennai,3,0.396,0.084,0.169,0
TXN087988,TAXP04248,748.55,purchase,utilities,cash,Chennai,2,0.13,0.454,0.172,0
TXN087989,TAXP01452,445.55,purchase,financial_services,card,Hyderabad,7,0.05,0.315,0.174,0
TXN087990,TAXP04353,53.0,merchant_payment,education,UPI,Ahmedabad,6,0.22,0.018,0.039,0
TXN087991,TAXP03104,981.27,purchase,online_services,card,Chennai,5,0.385,0.162,0.198,0
TXN087992,TAXP01158,360.81,merchant_payment,groceries,UPI,Delhi,2,0.335,0.068,0.183,0
TXN087993,TAXP00003,111.57,purchase,online_services,bank_transfer,Chennai,9,0.213,0.212,0.197,0
TXN087994,TAXP00211,300.71,transfer,financial_services,UPI,Chennai,3,0.152,0.078,0.123,0
TXN087995,TAXP02127,148.51,bill_payment,utilities,UPI,Mumbai,2,0.097,0.273,0.032,0
TXN087996,TAXP00916,4884.37,merchant_payment,travel,wallet,Mumbai,2,0.047,0.302,0.082,0
TXN087997,TAXP00969,237.06,merchant_payment,retail,UPI,Kolkata,4,0.254,0.198,0.057,0
TXN087998,TAXP04084,50.0,merchant_payment,financial_services,card,Bengaluru,8,0.263,0.416,0.212,0
TXN087999,TAXP02426,651.39,purchase,online_services,UPI,Delhi,6,0.445,0.086,0.213,0
TXN088000,TAXP04742,151.97,purchase,utilities,bank_transfer,Mumbai,5,0.186,0.067,0.148,0
TXN088001,TAXP04053,438.19,purchase,retail,UPI,Chennai,3,0.13,0.256,0.104,0
TXN088002,TAXP00238,724.33,transfer,online_services,UPI,Pune,4,0.107,0.443,0.176,0
TXN088003,TAXP04880,188.01,purchase,travel,card,Mumbai,4,0.381,0.538,0.255,1
TXN088004,TAXP00807,235.13,merchant_payment,electronics,UPI,Bengaluru,4,0.198,0.221,0.169,0
TXN088005,TAXP02580,1948.87,transfer,financial_services,UPI,Kolkata,4,0.137,0.216,0.163,0
TXN088006,TAXP03651,270.69,merchant_payment,financial_services,bank_transfer,Bengaluru,2,0.69,0.232,0.229,0
TXN088007,TAXP02365,2979.11,transfer,utilities,UPI,Ahmedabad,2,0.298,0.161,0.159,0
TXN088008,TAXP04149,211.11,merchant_payment,travel,bank_transfer,Hyderabad,2,0.218,0.159,0.145,0
TXN088009,TAXP04575,509.14,bill_payment,groceries,card,Kolkata,1,0.173,0.13,0.097,0
TXN088010,TAXP02247,601.21,bill_payment,groceries,UPI,Pune,4,0.294,0.454,0.108,0
TXN088011,TAXP00669,52.67,transfer,groceries,card,Hyderabad,4,0.288,0.137,0.088,0
TXN088012,TAXP04291,359.05,purchase,travel,card,Hyderabad,3,0.205,0.19,0.095,0
TXN088013,TAXP02203,105.74,bill_payment,online_services,UPI,Delhi,3,0.167,0.085,0.024,0
TXN088014,TAXP00744,115.38,bill_payment,retail,UPI,Kolkata,3,0.488,0.148,0.158,0
TXN088015,TAXP03766,706.49,transfer,groceries,UPI,Mumbai,6,0.449,0.107,0.256,1
TXN088016,TAXP04855,245.23,purchase,education,cash,Pune,3,0.317,0.251,0.192,0
TXN088017,TAXP03661,289.22,transfer,retail,card,Kolkata,2,0.48,0.138,0.242,0
TXN088018,TAXP02892,50.0,bill_payment,travel,bank_transfer,Delhi,7,0.205,0.326,0.162,0
TXN088019,TAXP02547,96.0,purchase,travel,wallet,Hyderabad,3,0.531,0.478,0.3,1
TXN088020,TAXP00016,50.0,purchase,restaurants,UPI,Pune,9,0.235,0.32,0.266,1
TXN088021,TAXP02026,470.63,transfer,online_services,wallet,Mumbai,6,0.264,0.352,0.22,0
TXN088022,TAXP00106,160.5,transfer,healthcare,bank_transfer,Chennai,3,0.261,0.375,0.297,1
TXN088023,TAXP00379,616.13,purchase,electronics,UPI,Kolkata,3,0.195,0.397,0.081,0
TXN088024,TAXP03562,484.76,purchase,groceries,card,Delhi,3,0.066,0.111,0.04,0
TXN088025,TAXP01430,437.46,purchase,utilities,bank_transfer,Ahmedabad,5,0.201,0.04,0.026,0
TXN088026,TAXP01607,346.8,purchase,online_services,UPI,Delhi,4,0.08,0.149,0.043,0
TXN088027,TAXP02402,140.79,bill_payment,utilities,card,Delhi,4,0.318,0.35,0.196,0
TXN088028,TAXP02524,362.72,purchase,retail,UPI,Delhi,4,0.322,0.189,0.193,0
TXN088029,TAXP00484,447.54,transfer,utilities,UPI,Bengaluru,2,0.133,0.299,0.163,0
TXN088030,TAXP00308,247.59,bill_payment,utilities,cash,Hyderabad,1,0.248,0.295,0.13,0
TXN088031,TAXP04824,50.0,purchase,utilities,UPI,Hyderabad,5,0.25,0.274,0.001,0
TXN088032,TAXP00036,468.54,merchant_payment,electronics,UPI,Bengaluru,1,0.048,0.407,0.042,0
TXN088033,TAXP00051,617.11,purchase,travel,card,Mumbai,2,0.193,0.188,0.156,0
TXN088034,TAXP03287,87.31,deposit,restaurants,UPI,Kolkata,3,0.172,0.02,0.115,0
TXN088035,TAXP00031,4320.98,transfer,financial_services,cash,Bengaluru,5,0.144,0.247,0.091,0
TXN088036,TAXP03127,411.18,cash_withdrawal,healthcare,UPI,Pune,2,0.092,0.291,0.109,0
TXN088037,TAXP01324,355.88,purchase,restaurants,UPI,Chennai,5,0.237,0.088,0.118,0
TXN088038,TAXP01231,50.0,purchase,education,card,Delhi,4,0.197,0.15,0.151,0
TXN088039,TAXP04130,97.9,bill_payment,groceries,UPI,Hyderabad,5,0.478,0.131,0.091,0
TXN088040,TAXP00207,401.73,purchase,groceries,card,Mumbai,4,0.249,0.246,0.087,0
TXN088041,TAXP04222,480.62,merchant_payment,retail,cash,Bengaluru,5,0.188,0.392,0.114,0
TXN088042,TAXP03587,70.76,transfer,groceries,cash,Ahmedabad,2,0.038,0.264,0.113,0
TXN088043,TAXP02317,203.24,merchant_payment,retail,cash,Delhi,5,0.206,0.329,0.114,0
TXN088044,TAXP03559,598.55,transfer,online_services,card,Kolkata,5,0.108,0.252,0.202,0
TXN088045,TAXP03515,210.98,transfer,financial_services,card,Ahmedabad,3,0.144,0.067,0.063,0
TXN088046,TAXP00405,354.2,bill_payment,electronics,UPI,Delhi,3,0.157,0.131,0.091,0
TXN088047,TAXP03102,305.03,cash_withdrawal,online_services,UPI,Chennai,4,0.108,0.33,0.214,0
TXN088048,TAXP04540,345.84,purchase,restaurants,card,Pune,2,0.09,0.181,0.053,0
TXN088049,TAXP00343,555.66,purchase,education,card,Ahmedabad,7,0.017,0.042,0.08,0
TXN088050,TAXP00273,99.07,bill_payment,utilities,UPI,Pune,6,0.141,0.141,0.1,0
TXN088051,TAXP00352,246.04,purchase,travel,bank_transfer,Bengaluru,3,0.21,0.093,0.172,0
TXN088052,TAXP04922,985.04,purchase,utilities,UPI,Bengaluru,3,0.256,0.055,0.201,0
TXN088053,TAXP01709,82.13,cash_withdrawal,groceries,UPI,Delhi,3,0.079,0.448,0.07,0
TXN088054,TAXP00794,344.18,purchase,restaurants,UPI,Mumbai,1,0.275,0.174,0.13,0
TXN088055,TAXP01254,3694.14,purchase,utilities,wallet,Chennai,3,0.188,0.103,0.126,0
TXN088056,TAXP01975,109.4,merchant_payment,education,UPI,Pune,3,0.157,0.101,0.03,0
TXN088057,TAXP03221,475.92,purchase,travel,bank_transfer,Pune,5,0.237,0.103,0.047,0
TXN088058,TAXP00770,613.59,bill_payment,restaurants,UPI,Delhi,8,0.283,0.204,0.216,0
TXN088059,TAXP03988,860.94,purchase,education,card,Delhi,3,0.17,0.38,0.15,0
TXN088060,TAXP01779,54.17,transfer,education,UPI,Bengaluru,4,0.312,0.15,0.199,0
TXN088061,TAXP01427,797.24,purchase,online_services,bank_transfer,Hyderabad,2,0.186,0.041,0.018,0
TXN088062,TAXP03047,491.84,cash_withdrawal,retail,UPI,Pune,3,0.123,0.313,0.075,0
TXN088063,TAXP03314,2523.77,deposit,retail,UPI,Ahmedabad,5,0.079,0.267,0.128,0
TXN088064,TAXP03563,74.24,bill_payment,healthcare,bank_transfer,Ahmedabad,4,0.132,0.249,0.082,0
TXN088065,TAXP04435,10253.0,cash_withdrawal,online_services,bank_transfer,Bengaluru,4,0.186,0.207,0.141,0
TXN088066,TAXP03062,653.15,purchase,travel,card,Hyderabad,5,0.52,0.203,0.162,0
TXN088067,TAXP04222,143.31,purchase,groceries,card,Pune,2,0.182,0.286,0.047,0
TXN088068,TAXP00245,2563.91,purchase,restaurants,wallet,Ahmedabad,6,0.482,0.124,0.245,0
TXN088069,TAXP04060,173.13,purchase,electronics,cash,Chennai,5,0.539,0.298,0.199,0
TXN088070,TAXP02011,924.95,transfer,healthcare,UPI,Delhi,3,0.141,0.093,0.207,0
TXN088071,TAXP02042,967.81,transfer,restaurants,UPI,Kolkata,3,0.26,0.079,0.25,1
TXN088072,TAXP04008,260.0,merchant_payment,online_services,UPI,Hyderabad,3,0.386,0.116,0.103,0
TXN088073,TAXP01427,4449.02,transfer,financial_services,card,Ahmedabad,4,0.278,0.106,0.131,0
TXN088074,TAXP04146,211.1,merchant_payment,education,card,Pune,4,0.113,0.052,0.099,0
TXN088075,TAXP03986,99.16,purchase,travel,UPI,Kolkata,3,0.182,0.317,0.18,0
TXN088076,TAXP01253,384.86,merchant_payment,financial_services,bank_transfer,Mumbai,4,0.201,0.127,0.078,0
TXN088077,TAXP04407,50.0,merchant_payment,utilities,bank_transfer,Pune,3,0.325,0.135,0.165,0
TXN088078,TAXP01718,273.19,transfer,online_services,card,Pune,3,0.179,0.219,0.033,0
TXN088079,TAXP00577,4954.75,merchant_payment,groceries,UPI,Delhi,4,0.22,0.356,0.21,0
TXN088080,TAXP03052,169.57,transfer,groceries,UPI,Mumbai,3,0.208,0.199,0.152,0
TXN088081,TAXP03996,50.0,cash_withdrawal,online_services,cash,Hyderabad,5,0.408,0.095,0.083,0
TXN088082,TAXP02348,220.62,transfer,groceries,bank_transfer,Bengaluru,3,0.233,0.37,0.211,0
TXN088083,TAXP04069,80.57,deposit,travel,bank_transfer,Mumbai,5,0.017,0.03,0.0,0
TXN088084,TAXP01486,50.0,purchase,restaurants,bank_transfer,Chennai,1,0.17,0.347,0.112,0
TXN088085,TAXP04662,88.35,bill_payment,financial_services,bank_transfer,Kolkata,2,0.211,0.29,0.064,0
TXN088086,TAXP00421,394.84,purchase,electronics,UPI,Kolkata,6,0.047,0.195,0.151,0
TXN088087,TAXP04080,393.24,bill_payment,healthcare,bank_transfer,Delhi,4,0.078,0.195,0.071,0
TXN088088,TAXP03317,890.34,transfer,online_services,wallet,Ahmedabad,2,0.009,0.304,0.141,0
TXN088089,TAXP00580,102.62,transfer,utilities,bank_transfer,Delhi,2,0.186,0.123,0.074,0
TXN088090,TAXP01974,301.12,purchase,travel,UPI,Bengaluru,3,0.1,0.242,0.196,0
TXN088091,TAXP01123,174.6,transfer,restaurants,card,Pune,5,0.172,0.11,0.216,0
TXN088092,TAXP04607,141.33,merchant_payment,utilities,UPI,Kolkata,2,0.134,0.125,0.078,0
TXN088093,TAXP03849,2219.24,merchant_payment,groceries,cash,Delhi,7,0.386,0.105,0.037,0
TXN088094,TAXP01299,977.26,cash_withdrawal,online_services,wallet,Ahmedabad,4,0.077,0.256,0.172,0
TXN088095,TAXP03316,538.16,purchase,retail,card,Chennai,9,0.238,0.066,0.244,0
TXN088096,TAXP01516,74.09,merchant_payment,electronics,card,Pune,4,0.354,0.37,0.096,0
TXN088097,TAXP02104,206.09,transfer,retail,UPI,Hyderabad,2,0.26,0.207,0.153,0
TXN088098,TAXP00886,340.12,merchant_payment,financial_services,card,Pune,3,0.283,0.052,0.108,0
TXN088099,TAXP04167,118.38,bill_payment,education,bank_transfer,Pune,3,0.192,0.168,0.043,0
TXN088100,TAXP01429,121.15,merchant_payment,financial_services,bank_transfer,Delhi,6,0.328,0.212,0.028,0
TXN088101,TAXP04415,64.53,merchant_payment,retail,bank_transfer,Pune,4,0.091,0.164,0.076,0
TXN088102,TAXP04960,359.18,transfer,healthcare,UPI,Hyderabad,6,0.079,0.047,0.06,0
TXN088103,TAXP03385,466.82,cash_withdrawal,electronics,card,Delhi,3,0.088,0.052,0.0,0
TXN088104,TAXP00964,71.41,merchant_payment,online_services,UPI,Delhi,2,0.289,0.412,0.24,0
TXN088105,TAXP02649,50.0,merchant_payment,groceries,UPI,Ahmedabad,3,0.446,0.061,0.176,0
TXN088106,TAXP04613,149.24,purchase,travel,card,Bengaluru,4,0.158,0.609,0.169,0
TXN088107,TAXP04019,150.29,transfer,travel,bank_transfer,Delhi,4,0.081,0.193,0.088,0
TXN088108,TAXP03199,123.87,purchase,utilities,wallet,Mumbai,3,0.543,0.052,0.088,0
TXN088109,TAXP02224,674.25,merchant_payment,electronics,card,Ahmedabad,1,0.095,0.115,0.095,0
TXN088110,TAXP04751,5720.65,purchase,education,UPI,Hyderabad,6,0.517,0.024,0.215,0
TXN088111,TAXP01710,254.23,cash_withdrawal,travel,UPI,Hyderabad,2,0.103,0.107,0.019,0
TXN088112,TAXP02782,89.4,merchant_payment,travel,UPI,Bengaluru,6,0.093,0.29,0.066,0
TXN088113,TAXP03103,571.44,cash_withdrawal,groceries,UPI,Hyderabad,1,0.189,0.28,0.151,0
TXN088114,TAXP01782,480.26,cash_withdrawal,travel,wallet,Pune,2,0.048,0.22,0.073,0
TXN088115,TAXP04747,389.2,merchant_payment,utilities,card,Bengaluru,6,0.139,0.024,0.099,0
TXN088116,TAXP03878,317.16,transfer,utilities,UPI,Chennai,3,0.159,0.242,0.211,0
TXN088117,TAXP04794,2148.9,transfer,utilities,cash,Kolkata,5,0.367,0.425,0.347,1
TXN088118,TAXP04414,149.46,transfer,electronics,UPI,Delhi,5,0.16,0.124,0.008,0
TXN088119,TAXP01409,222.03,purchase,electronics,UPI,Kolkata,5,0.189,0.03,0.035,0
TXN088120,TAXP04672,1554.58,merchant_payment,retail,card,Mumbai,3,0.164,0.084,0.04,0
TXN088121,TAXP02155,605.36,deposit,restaurants,UPI,Hyderabad,3,0.25,0.245,0.175,0
TXN088122,TAXP04955,1847.49,cash_withdrawal,online_services,UPI,Chennai,2,0.066,0.139,0.147,0
TXN088123,TAXP02577,88.75,bill_payment,electronics,cash,Hyderabad,5,0.153,0.23,0.054,0
TXN088124,TAXP03625,681.59,transfer,online_services,UPI,Ahmedabad,3,0.452,0.212,0.219,0
TXN088125,TAXP03101,91.3,purchase,education,UPI,Hyderabad,3,0.63,0.576,0.175,0
TXN088126,TAXP01777,169.9,purchase,restaurants,UPI,Ahmedabad,5,0.184,0.078,0.028,0
